row_id,tweet,etiket
Row1176,avrupa eu sağlık komisyonu ffp2 maskelerin günlük hayatta gereksiz olduğu kanısında alman sağlık bakanı dayatıyor,hiçbiri
Row1203,özürdilerim yunan ermeni rus alman türk kürt alevi meşrebi önemli değil insan severim yunanı yazmamım nedeni okuyan insan belli,hiçbiri
Row1207,alman ekonomi uzmanları konseyi başkanı lars feld alman ekonomisinin cari çeyrek dönemde ciddi şekilde daralmasının büyük olasılık olduğunu ifade ederken yılın tamamında hala yüzde 3 üzerinde büyüme gösterebileceğini belirtti,hiçbiri
Row1224,günaydın duyduğuma göre alman piyanist besteci ludwig van beethoven gerçek bir kahve tutkunuymuş sabah 60 tane kahve çekirdeğinden öğüterek hazırladığı kahvesini içmeden güne başlamazmış,hiçbiri
Row1226,alman kralı ii kaiser wilhem e yakınları görüştüğünüz devlet adamları hakkındaki kanaatiniz nedir sorduklarında diyor fransız kralı görüştüm kendimden aşağı buldum japon imparatoru görüştüm basit buldum kralı görüştüm kendi ayarımda buldum,hiçbiri
Row1253,herkesmiterörist hitlere göre herkes teröristti kendi olmayan herkes alman halkını neredeyse yok ediyordu,hiçbiri
Row1263,9 senfonisi 5 piyano konçertosu 32 piyano sonatı 16 yaylı dörtlüsü olan alman besteci beethoven in für elise fuer elise isimli eseri,hiçbiri
Row1279,dün akşam alman haberinde covid yüzünden çocuk yapmak istiyenler varmış olsa evdeyiz alman vatandaşların gezip tozup tatilde olmayınca para bile biriktirenleri varmış,hiçbiri
Row1304,arkadaşlar lütfen yaptığım son iki paylaşıyı rtlerseniz memnun olurum tc disisleri mevlutcavusoglu bizleri ileride düzeltilemeyecek sorunlarla karşı karşıya bırakıyor kimisi böylece alman oturma hakkını kaybetmekle karşı karşıya kalıyor bir avukata vekalet 5 ay beklemek,hiçbiri
Row1306,gerçekçi olmak gerekirse alman vatandaşı mesut kadar olamadık erken randevu karlsruhe konsolosluğunda anda haziran ayında arada pasaport süreleri bitenler noterde bir işlemi olanlara allah yardımcı olsun,hiçbiri
Row1330,serra müderrisoğlu bilge ataca lale akarun deniz albayrak kaymak nuri bülent ersoy nazan üstündağ dilek çalgan tolga sütlü ayberk korugan yurt dışı alman vakıfları çalışan diğer akademisyenlerdir,hiçbiri
Row1334,dünya savaşında bir alman subay picasso yu paris teki stüdyosunda ziyaret eder guernica yı görür bunu sen mi yaptın sorar soğukkanlılıkla cevap verir picasso hayır bunu yaptınız,hiçbiri
Row1347,doç dr zeynep kadirbeyoğlu hendek operasyonları sürecinde tsk katil diyen suça ortak olmayacağız bilidirisine imza atanlardan alman friedrich friedrich eberet stiftung raportörü osman kavalanın kurduğu iletişim yayınları yazarı,hiçbiri
Row1353,prof dr fikret adaman alman mercator derneği tarafından finansa edilen istanbul politikalar merkezi kıdemli analisti 2017 yılına kadar alman heinrich böll stiftung faaliyet yürütüyordu osman kavalanın kurduğu iletişim yayınları baş yazarı,hiçbiri
Row1354,alman lisesi mezunlarının yüzde 99u yurt dışına üniversiteye gidiyor istatistiği doğru zaten yüksekçe bir liseydi konudaki istatistik kadarı doğru olamaz,hiçbiri
Row1357,bizdeki eylemlecileri anlık alman polisinin önüne ışınlayacaksın olayın sıcaklığı durumu fark etmeyip polise dalacaklar alman polisinin şefkatli elleri alman mahkemelerinin adaleti tanışacaklar medeniyet demokrasi olurmuş böylelikle idrak edecekler,hiçbiri
Row1397,karnınızdan konuşmayınız amerika darbeyi kimin yaptığını biliyor alman bnd nin geceki ses kayıtlarını yayınlarlar rezil olursunuz gerçekten amerika nın darbe hiçbir ilgisi olmadı tezgahlandığını biliyorlar darbeden sonra joebiden türkiye ye geldi,hiçbiri
Row1430,boğazici ünv olayların arkasında gizli servisler tarafından yurt dışında kurulmuş türkiye demokrasi adı altında sokak eylemlerini örgütleyen ngo lar var başta alman basına yansıyan 33 kişiden bir kısmı kavalacı iletişim yazarı olması tesadüf değil birsilersinmilyonyazarız,nefret
Row1436,sevgili bilim insanları alman fizikçiler ışınlanma olayını halledin artık,hiçbiri
Row1524,alman basının büyük derdi türkiye afrika güçleniyor,hiçbiri
Row1525,h tler leningard yenilgisinin ardından berlin e kadar çekilen orduyu görünce berlin alman fabrikalarının yakılmasını emrediyor ifadeyi kullanıyor almanlar üstünlüğü haketmedi türk milliyetçileri bazen türkler milliyetçiliği haketmiyor diyebiliyor,hiçbiri
Row1542,yardım adı alman savunma bakanlığı himayesinde ermenistan a karabağ bölgesine uçaklar dolusu araç gereç gönderiliyor tc disisleri dtx azerbaijan diasporaaz rterdogan mevlutcavusoglu suleymansoylu azpresident 1vicepresident azayguliyev arzuerdemdb,hiçbiri
Row1556,cihan harbinde nesredilen bir alman dergisinde dünya müslümanlari hakkinda epey yazilar fotograflar paylasilmis özellikle müslümanlar hakkindaki fotograflar ilgi cekici,hiçbiri
Row1560,mahkemeye sunulan bilirkişi raporunda pitbull tehlikeli çıkmadı köpeklerden kaynaklanan saldırı olaylarında son sıralarda doç dr kul alman çoban köpekleri ilk sırada yer alıyor küçük ırklar birçok türe göre saldırgan,hiçbiri
Row1570,almanya takımı liverpool a ülkeye giriş izni vermedi avrupa şampiyonlar ligi son 16 turu nda leipzig e konuk olacak liverpool a alman hükümetinden vize çıkmadı almanya dışişleri bakanlığı 16 şubat taki maç leipzig in liverpool adına,hiçbiri
Row1572,ayy alman üsülü türk döneri yediniz mi aşşşırı iyi bi tadı bayağı farklı böyle koca bi pidenin arasında yapıyolar sizde kumpir malzemeleri seçiyosunuz bi sarımsaklı sosu var off canım çekti,hiçbiri
Row1577,alişan çaldığı paralarla kaçacağını sanıyor mal lan zaten türk vatandaşı değilsin yavşak alman pasaportuna güveniyorsun kıçkılı,saldırgan
Row1578,ülkesine fedöcü sokmayan alman hükümetini kutlarım,hiçbiri
Row1581,2 oysa bir rektör değişimi bile günlerce tvler saatlerce zaman öldürülebilmesine sebeb olabiliyor zaman altındır alman atasözü vardır kısır gündemlerle ülkeye bir fayda sağlayamayız melihbulu,hiçbiri
Row1595,gertrude stein ın amerikanların dediği siteyn değil alman şıtayn taş elinden geçen herkes kendi üslubunu bulmuş erkek bi yazar olsaydı hepsini kendine benzetirdi rose is a rose is a rose is a rose,hiçbiri
Row1596,savaşlarda onur kahramanlıktan katliam tecavüz vahşet vardır bir sovyet askerin tanıklığıyla 1945te bütün bir sovyet ordusunun sivil alman kadın çocuklara kitlesel olarak tecavüz ettiğini öldürüp domuzlara yem ettiğini dinleyin,hiçbiri
Row1606,yha nedemek kölnde okuyamm alman olmadığımız icinmi fırsat esitsizliği rsmn hacettepehacettepelilerindir,hiçbiri
Row1611,bir gencin ressam olma hayaliyle genç alman diktatör adolf hitler di,hiçbiri
Row1614,alman basınında yer alan haberlere göre leipzig takımının 8 şubat pazartesi kadar uefa karşılaşmanın oynanıp oynanmayacağına ilişkin açıklama yapması gerekiyor opsiyonlar arasında karşılaşmanın tarafsız sahada oynanmasının yer aldığı aktarıldı,hiçbiri
Row1633,sayın dbdevletbahceli rterdogan bir alman der kalabalık bir masada tek bir nazi sempatizanın dahi oturması kimseyi rahatsız etmiyorsa masanın davetlileri nazi sempatizanıdır kurunun yanında yaş yanmasın arkadaşını söyle sana olduğunu söyleyeyim,hiçbiri
Row1639,kimler beyanatalr veriyor bir bilseniz 1999 öncesi sonrası kandilli rasatahnesine gelen depremi önceden bildiğini söyleyen proje uzman sayısını biliyor musunuz tamamı duygusal ben konuda alman japon biliminsanlarıyla hala çalışmaya devam ediyorum,hiçbiri
Row1642,alman kralı ii frederick 1750 yılında potsdam dan geçiyor orayı beğeniyor bana şuraya bir saray yapın diyor ertesi gün adamları gidip bakıyorlar kral ın beğendiği yerde bir değirmen,hiçbiri
Row1644,simdi anladiniz mi alman ekonomisi olaniyoruz,hiçbiri
Row1670,29 mart ermeni patrigi 22 maddelik bir istek memorandumu basbakan vermis inceleme destek sözü vermis alman belgelerinde protestan kilisesi kiyameti kopartmis azinliklara söz verilen haklari bile tam olarak istememisler,hiçbiri
Row1687,olum küçükken alman çikolataları vardı güzeldi,hiçbiri
Row1707,orda herkes alman,hiçbiri
Row1708,alman ı amerikan ı fransa ı avrupa ı türk görünümlü gayri,hiçbiri
Row1710,allah belanı versin bizi alman götverenlere rezil ettin gram anlamıyon siktiğimin futbolundan,nefret
Row1713,yine bir almanın bir türke kıyasla ingilizce öğrenmesinin kadar kolay olduğu gerçeğine kabardığım saatlerdeyim going under ifadesi bi türk havada alman zaten untergehen diyor anadilinde sayede almancayı bari kolay öğrensek,hiçbiri
Row1734,alman fransız ingiliz çocuklarında işe yarayabilecek öğretileri türk çocuğunun üzerinde uygulamaya çalıştığınızda ben sadece çocuğuna kölelik eden ebeveynler görüyorum,hiçbiri
Row1760,tolgay arslan alman milli takımını seçmediyse ön libero rotasyonu taylan berat tolgay mahmut olmalı,hiçbiri
Row1776,alman junge welt gazetesi türkiye larla havada süper güç oldu amerika in gayri resmi boykotuyla başladı bugün türkiye ambargo uygulayanlara minnettar türk yaparsa yapar dünya yeniden nizam vermeye geliyoruz devletimiz var olsun daim olsun,hiçbiri
Row1777,deutschewelle türkiye nin afrika daki varlığına değindi alman türkiye nin afrika ilişkilerinden rahatsız gazetenin haberinde son dönemde ankara nın kıta ülkeleriyle ilişkilerinin yeni bir boyut kazandığı ifade edildi haber,nefret
Row1785,alman polisi yunan havaalanlarında binlerce mültecinin almanya geçişini engelledi alman westdeutsche allgemeine zeitung sitesi alman polislerinin yunan havaalanlarından illegal şekilde almanya uçmaya hazırlayan 5 bin 200 yolcuyu engellediğini yazdı,hiçbiri
Row1787,prof dr fikret adaman alman mercator derneği tarafından finanse edilen politikalar merkezi kıdemli araştırmacıs,hiçbiri
Row1822,federal içişleri bakanlığı sözcüsünün alman basın ajansı tarafından doğrulandığı üzere federal polis bugün kulübün katılımı saksonya dan gelen özel talebi reddetti leipzig in mümkün olan kısa sürede bir alternatif önermesi bekleniyor frankfurter allgemeine,hiçbiri
Row1824,film bir yana stalingrad cephesinde yenilen alman kolordusuna komuta eden mareşal paul ludwig ewald von kleist ın amerikan askerlerince yakalanıp götürülüşü kendisi 1954 te sscb hapiste hayatını kaybedecektir,hiçbiri
Row1826,almanya liverpool un ülkeye girişine izin vermedi ortaya çıkan koronavirüs mutasyonu nedeniyle alman hükümetinin ekibi liverpool un ülkeye girişine izin vermediği belirtildi,hiçbiri
Row1830,abd başkanı joe biden ın almanya başbakanı angela merkel le yaptığı telefon görüşmesi sırasında kuzey akım 2 yle ilgili yaptırımların iptalini sağlayabilecek şartlar sundu alman handelsblatt gazetesinin biden merkel arasındaki telefon görüşme,hiçbiri
Row1832,filmde zaitsev in peşine takılan alman binbaşı könig kapışmaları almanlar gerçekte böyle bir karakterin olmadığını söyleseler stalingrad volgograd savaş müzesinde kendisine ait olduğu iddia edilen bir tüfek vardır,hiçbiri
Row1843,all time favorim tren kalabalık rezil olduk palavra sıkmıştı alman demiryolları yoo 1 sınıfta keyfin iyiydi cevap vermişti uluslararası tetikçi,hiçbiri
Row1853,alman eğlence sektöründen konserlerin bilet satışında covid 19 testi zorunluluğu getiriliyor,hiçbiri
Row1859,evet türküz mesut alman hepimiz derken onu katma,nefret
Row1884,ensradış efendim almanya gelsinsinler polis arabasına saldırsınlar hayran oldukları batı demokrasisinin namlusundan alınlarının çatına 9mm kurşunu alman polisi çakıyor görsünler,hiçbiri
Row1893,sonsayfa 2 yayıncı kuruluş alman yorumcu hakem zamanında bir maçta 10 tane kritik hatayı tartıştılar bunların 4 tanesi yanlış halde hakem iyi yönetmiş dediler şimdi 1 hatalı karara hakem kötü maç yönetti diyoruz,hiçbiri
Row1896,sonsayfa 1 cüneyt çakır nesli hakemleri yayıncı kuruluş destekledi alman eski hakemi yorumcu olarak kadroya kattı hakemleri yanlış kararlarından dolayı fazla eleştirmediler hakemlerde iyiyiz havasıyla maç yönettiler,hiçbiri
Row1915,25 yaşın üstünde olduğum ay hesap ücreti ödemek istemediğim alman banka hesabımı kapatmıştım ben benim aklıma sıçayım ayrı sepa harici rahat transfer yok koduğumun globalleşen dünyasında amk,saldırgan
Row1916,arkadaşlar sevgili yapmamamın sebebi isveçli norveçli alman amerikalı kanadalı fransalı birine aşığım,hiçbiri
Row1921,binance türk kredi kartımı kabul etmiyor banka hesabımı kabul etmiyor alman paypalımı kabul etmiyor transfer zıkkımı kabul ediyor koduğumun sitesi,saldırgan
Row1958,almanya den girişleri yasakladı alman yetkililer liverpool kulübüne ayrıcalık tanınmayacağını açıkladılar uluslar ligi maçı luzern e gelen ukrayna takımını maç günü zorunlu karantinaya almıştı ukrayna hükmen yenik ilan edilmişti,hiçbiri
Row1960,kimse teslam olsun hayal kurmuyo varsa yoksa 100 kilometrede bi penguen öldüren içten yanmalı alman arabaları hayal kurarken bile doğayı katlediyosunuz ibneler allahtan ekonomimiz bok kutup ayıları açlıktan yavrusunu yemiyor,nefret
Row1989,arkadaş bir omlet yapıyor sünger ben yıllarca uğraşsam öyle olmuyor tavaya alman asfaltı yapışıyor,hiçbiri
Row1990,almanya dışişleri bakanlığı 16 şubat ta oynanacak leipzig liverpool maçı ekibinin ülkeye girişi iznini reddetti alman hükümeti deki corona virüs varyantı nedeniyle ekibi liverpool a almanya girişine izni vermedi,hiçbiri
Row2008,alman süddeutsche gazetesinin yarınki ekinin kapağı 185 sanatçı lezbiyen gay biseksüel trans interseksüel olduğunu açıkladı türkiye lgbt grubuna yapılan sözlü saldırıya karşı böyle bir aksiyon düşünülebilir mi doğrusu buna cesaret edebilir actout,hiçbiri
Row2017,ankara üniversitesi dil tarih coğrafya fakültesi binasının planını alman mimar bruno taut çizmiştir,hiçbiri
Row2041,sevdiğim alman oyuncu,hiçbiri
Row2043,timo werner in gönlü olsun alman hoca getirmiş çelsi,hiçbiri
Row2044,1900 yılında alman çikolata markası hildebrand tarafından 2000lerde hayatın olacağının resmedildiği kartpostal serisi,hiçbiri
Row981,gavur in belediye başkanı gavur tunç soyer günahsızın cenazesini taşımak para istemişler tuh size,nefret
Row985,kelebeği öldürdü kuş bekliyor sinsi gavur,nefret
Row988,kk hava savunma sistemine gerek var diyor başa gelirse herkesle barışacakmış düşmanlık yapacak kimse kalmayacakmış kadar güveniyor elin gavur ülkelerine galiba barış dediği el pençe emirlerine gireceği güveniyor,nefret
Row997,alanlara bilenmiş yüreğim alanlara vurulsun kösleri gâvur sevdamızın vursun isyanın bacısı olan kanım karanlığa zülküf vursun yüzüne ay kırıkları çarpıp uyansın sevdiğim özel,hiçbiri
Row1023,beğenmediğiniz gavur uzaya koloni kurmanın planını yapıyor yapay zekayla uğraşıyor bizim önümüzde yol varken konuşulanlar bilim ekonomi yüksek yaşam refahı olması gerekirken ülkenin günlük tartışma konusuna bakın yazıklar olsun oyalamayın insanları arslandidem,hiçbiri
Row1037,aferin izmir bb ye gavur musun lan adiii,nefret
Row1050,hirsiz soymak taa kmden sinirinin adam yaparimda soyarim düşünürken sen kalkiyon hirsizla kapiyi nasil sağlamlaştiririz pazarliği nasil çatiyi yapariz pazarlik yapiyon gavur hirsizla pazarlik olurmu,nefret
Row1055,bir tek sizsiniz müsluman sadece din sizin tarikatlerinize gelmeyen size para vermeyen elinizi ayağınızı öpmeyen herkes gavur hadi ordan yusuf kaplan,hiçbiri
Row1056,gavur seküler çocuklarıyla tarikat e münafık çocuklarıyla tasavvuf a saldırıyor,nefret
Row1060,dışarıda gâvur içeride tohumlarıyla savaşıyoruz,nefret
Row1082,amca tam bir karadeniz amcası gavur istese verurduk senanlatkaradeniz,hiçbiri
Row1126,gavur haci hüseyin kaplı mürsel bey başka bi ses bunu dinleyip etkilenmeyen kulaksızdır,hiçbiri
Row1153,keşke gavur olsaydım,hiçbiri
Row1168,kaldı ben sanmıyorum başka bir ülkede ülkenin kurucusuna düşman gözüyle bakılsın hakkında kadar rahat kötü konuşulsun ülkeyi kuran kurtaran adama düşman olan ülkeye cumhuriyete düşmandır benim gözümde torunlarıdır gavur ellerin,nefret
Row1175,gavur itin tür gavurlara mantıklı cümle kurmaya gerek yok söveceksin senin bireysel özgürlüğünü yaşam biçimini başlayan cümleler ulan ben müslümanım olaya açısından bakıyorum var diyeceginiz varsa gelin kavga edelim savaşalım,nefret
Row1188,sayın bakan ım lütfen vakıf derneklerin denetimlerini artırın özellikle yabancı kaynaklardan beslenen vakıf derneklerin gavur parasıyla milletimize ihanet edilmesin,nefret
Row1199,gavur kendinden olmayanın acısına sağırdır,nefret
Row1203,yalnız değil tabii hititinden likyasına eski romasına bin tane medeniyetin kalıntısı var müze geziyoruz güneşin alnında sağa sola avel avel bakıyoruz zor ben anlamıyorum şöyle bi simulasyon üzerinden canlandırma göstermek gavur marsa koloni kuruyor,hiçbiri
Row1204,mügeanlı gavur memleketlerde ar yok namus yok birbirlerini sikiyorlar şükür bizim memleketde böyle şeyler olmuyor yoksa halimiz gavurdan beter olurdu,nefret
Row1210,finike abdülhamid han adına akparti başkanı zamânında park yapılmıştı cehapeli yeni belediye başkanı göreve geldi parkın tabelalarını söktürüp çöpe attırdı gâvur cehape zihniyeti budur çarşamba chppartideğilprojedir,nefret
Row1230,lâtin hurufatıyla nihayetinde kâğıda döktüğüm yazıya imkân sağlayan program gâvur yazar yazmaz argo kaba sözcük uyarısı veriyor özel,hiçbiri
Row1237,pis gavur izmirli ler,nefret
Row1238,balkan savaşı vesilesi göçmeye başlayan nüfus kendisinden 5 yıl sonra gelene muhacir demiş öteki haline getirmiş muhacir bazen gavur olmuş hatta dil meselesinden üstüne milliyetçilik politikası sistematik hale gelen dili aktaramama meselesi çıkıyor tabi,hiçbiri
Row1260,müzik programımız gavur şarkılarıyla devam edip gece müslim neşet babalarla sonlanacaktır,hiçbiri
Row1280,barış dini diyorsunuz gavur ülkelerine sığınıyorsunuz türkiyeden kaçıp lübnana arabistana gitmiyorsunuz kaçarken gavurlara sığınıyorsunuz,hiçbiri
Row1281,gavur ağzıyla türk milletine gazi mustafa kemal atatürk e saldıran kanı bozuklarla aynı havayı solumak acı olsa türküz türkçüyüz atatürkçüyüz sivas atatürk,nefret
Row1285,ülkede şeriat gelsin bağırıyor gün sonra ufak bi suçlamada zorlanmada gavur dediği ülkeye kaçıyor orda refaha huzura zenginliğe kavuşuyor hayal edemeyeceği mutlu bi hayat yaşıyor gittin kardeşim çay koyacaktık içecektik hemen kaçtın,hiçbiri
Row1294,bir bütün olabilir millet orta yolu bulabilir düşman olmayabiliriz vallahi gavurdan gavur düşmandan ala düşmanımsın,nefret
Row1298,sınıfa şekil girmeyi düşünüyorum tam an zaten gavur memleketteyiz sıfır sıkıntı hadi bakalım,hiçbiri
Row1307,bir çocuk var hayatıma aldığım anda bütün büyüsünü kaybediyor kendimden uzaklaştırınca gözüme gavur artisi görünüyor,hiçbiri
Row1313,ağrı dağı ndan sonra gümüşhane gavur dağı na kar yagmış,hiçbiri
Row1320,seytan isi gavur icadı olur olmaz,nefret
Row1324,türklerde ihtilâlci lidere gavur demek gelenek herhalde millet mete han a düzen getirdi orduyu geliştirdi çinli deyip dalga geçmiş,hiçbiri
Row1335,bırak seni tarih böyle yazsın gavur dağlım osmaniyelim elbette tarih bir gün yazacak vatanını karşılıksız seven adam dr devlet bahçeli,hiçbiri
Row1341,gazetesozcu din düşmanı gavur sevici gazete,nefret
Row1385,bunu kocam almanyadan aldı altın kaplama bunların gavur parasıyla alındı diyen ev sahibesi özgüveni var videoda günaydın,hiçbiri
Row1395,kurtce isim yazdık kurt oluyosak ingilizce yazanların gavur zaman,hiçbiri
Row1400,aleviyle kafir arasındaki tek fark alevilerin kendilerini müslüman zannedip saldırmalarıdır dikkat edin şiddetli gavur bile müslümana saldırır müslüman katleder bunlar direk islama akaide düşmanlık ederler,nefret
Row1408,gavur tiktoku bile güzel kullanıyor,hiçbiri
Row1410,mustafa kemal e gavur dediği dava açılmış 5816sayılıkanunkaldırılsın,hiçbiri
Row1419,instagram dinleme tesisleri ankara mucur vatsap direk gâvur dağından sonra,hiçbiri
Row1450,yakın arkadaşlarımın sevmediği kişileri görünce içimden diyorum gâvur hala gebermemiş mi,nefret
Row1452,gün battı gavur yattı derlerdi eskiler,hiçbiri
Row1454,twitter lügatında gavur a gavur oğlu gavur demenin cezası yedi gün hayalet olmak nihayet bitti cezamız,hiçbiri
Row1483,netflixturkiye sktr git am k zorla tutuyoz seni amk gavur icadı nah bulursun böyle güzel ülkeyi,nefret
Row1509,yine bir gavur dizisinde yatağa ayakkabıyla girdiler kötü oldum rtük uyuyor resmen,hiçbiri
Row1511,toplum susup meydani boş bulup cesaretlenen tayyipvetayfası akp 15temmuz fetö aldiği kurumlarini karşi kullanip gavur yapiyorlar varliklar vatan topraklari yağmalaniyor,nefret
Row1514,çizgi filmleri insan izleyebilmemiz gavur ülkesinde yaşamamız gerek galiba disneychannel bemiraculouslb,hiçbiri
Row1524,allah tan kanal d gavur filmi var acıp izliyimde canım sıkılmasın bi iki saatliğine,hiçbiri
Row1526,böyle müthiş bir yapıyı bugüne kadar duymamıştım beğenirsem gavur hayranı olur muyum,hiçbiri
Row1542,müslüman türk evladi selçukludan osmanlidan rahatsiz olmaz rahatsiz olanlar gözüken rum onlar gavur hayranidir,nefret
Row1553,gavur dağı salatası yemek gitmeliyim,hiçbiri
Row1563,gavur isimli kafelerde menüye bakmadan su bir bardak suya bir servet ödeyebilirsiniz salataya tikkat iki marul yaprağı bir yarım cherry tomato sizi üzebilir,hiçbiri
Row1570,size hakkımızı helal etmiyoruz gavur tohumları kyköğrencilehinekararvermeli,nefret
Row1577,olay banada oluyor gavur memlekette esmer çocuk görünce gaza geliyorum,hiçbiri
Row1580,böyle namussuzluk böyle şerefsizlik bir dava yok gerçek kürt pkk hdp kendine kapı aramıyor burda kürt sorunu yok kurdu kullanan gavur sorunu var soylu dan imamoğlu,nefret
Row1583,gavur 3 3 atar,hiçbiri
Row1622,korkaklığı bilmez tanımazsın seni gavur dağlı osmaniyelim gülmek ülkücü bir eylemdir,hiçbiri
Row1663,memlekette alevi sünni ayrımı inanılmaz midemi bulandırıyor bunu çokta aleviler yapıyor bulgaristan gavur memleketi dediğimiz ülkede düğünler mevlitler eğlenceler birlikte yapılırken burada hiçbir şeyin birlikte yapıldığını görmedim onlar sünni mevlidine gitme,hiçbiri
Row1703,herkese günaydın sana בוקר טוב sen benim artık gavur tohumusun,nefret
Row1704,görsen teyzem oğlun gavur oldu kahrından ölürsün iamoziiiii,nefret
Row1721,sonuna kadar katılıyorum bilmediği şeye gavur işi deniyor bilmiyor kültürden kendine ona neler kazandırdı,hiçbiri
Row1746,haber portalı gavur sevici zorlarına gitmiş emir aldıkları kızınca gözlerine girmek böle şeyler yazıveriyorlar la galibe illallah,nefret
Row1763,ulan gavur heryerde gavur huawei marka bi telefon aldım birçok program yükledim gavurun malının baştan beri rahatsız olduğu tek program var namaz vakti sürekli güç tüketiyor deyip duruyor ahmet davutoğlu,nefret
Row1774,soyleyememiş ben soyliyim gavur qmk gavur uşaği,nefret
Row1777,ateşlerde yan inşallah gavur tohumu,nefret
Row1789,antalya kesinlikle lanetli bir şehir geldiyse burda başıma geldi şehrin 80 gavur zaten,nefret
Row1793,eskişehir musluk suyu içemiyoruz gavur amerika kaliforniya musluk suyu içiyoruz teknik olarak bir çöl olan eyalette,hiçbiri
Row1808,6 yıl amerika eğitimi sonra ordan bi gavur koca bulurum heralde,hiçbiri
Row1816,gavur yapıyor,hiçbiri
Row1846,konuyada bir deyinelim okullar açılıyor azkaldı çoçuklarımıza kafir zümrenin çizgi kahramanlarını sevdirip aşılıyoruz bir nasrettin hoça yada ali baba fügürlerini çoçukların kalbine nakış etmiyoruz gavur seviçileri olup çıkmışız yahu adam olmaya niyetimiz yokbizim,nefret
Row1876,insta kesfette 12 10 gavur b yanlar goruyorum 100 like almis bizim bazi b yanlara bakiyorum 0 4 10 kiz mahsun kirmizigule benziyo 1700 like almis ben ulkeden gitmek istiyorum,hiçbiri
Row1897,davul zurna vurulsun düğün dernek kurulsun gavur gönlün isterse arar beni bulursun,hiçbiri
Row1923,bizimdir gavur dağları zigananın beri yüzü bizimdir dağdaki kuşburnu çağlayan tomara limnimiz var artabelimiz var kartpostal gökkuşağının renklerini yansıttığımız ala kilimimiz dünyagümüşhanelilergünü,hiçbiri
Row1924,ermenistan yine itlik yapmaya başlamış gavur yıllardır müslüman tokatı yemediği kendini aslan zannediyor domuz olduğunu hatırlatma zamanı gelmiştir teröristheykelikalkacak,nefret
Row1931,forvetgelsindertlerbitsin internetten diaby ismindeki futbolcuyu transifer ettiğini okudum gavur takımlarınıda topçularınıda tanımam amma velakin ben adamı sultanahmette saat satarken gördüm fikiret başkan inşallah bizi keklemiyordur,hiçbiri
Row1956,başsağlığı dile bari gavur tohumu,nefret
Row1961,ahlakını namusunu beğenmedikleri gavur dedikleri bile bunlardan onurludur,hiçbiri
Row1977,sen beni güldürdün allahta seni güldürsün gavur dağlı,hiçbiri
Row2063,yüzlerindeki gülen ifadeyi cayır cayır yakmak gerek derseniz deyin arap yerde araptır gavur parasıyla bile beş para etmez nokta,nefret
Row2066,gavur memleketinde gotum dondu,hiçbiri
Row2068,oluyor lan jack bakıyorum takipçiler geri geliyor götün başın ayrı oynuyor domuz etiyle beslenen gâvur,nefret
Row2096,arkadaşım gavur sevgilisine ayrılık mesajı atarken beni tercüman olarak kullanmıştı bayağı proofreading falan yaptım verimli bir çalışmaydı,hiçbiri
Row2107,cidden misir gevregi mi kahvalti yapiyosunuz özenti gavur tohumları sizi mis çayı koy sucuklu yumurtayi ortaya yanina domates salatalık ohh,nefret
Row2115,söz konusu vatansa gerisi teferruattır terörsever kravatlı gâvur tasmalı köpekler sonunda itlaf olacaktır erdogandusmanlariyokolsun,nefret
Row2132,kimse kusura bakmasın tc kadınları toksik gidersem gidiim partnerlerine ilgi göstermeyen suratsız muhabbetsiz tc kadınların erkeklerin gözleri fıldır fıldır oysa gavur hatunlar partnerleri gülüp sohbet edip arada öpüp flört ettiği adamlar bizi bile görmüyo,nefret
Row2139,sütle çay içilir gavur uydurması bunlar,nefret
Row2143,riyakar gizli dinli gavur imamlara idam cezası verilsin,hiçbiri
Row2156,ulan mille takimin genc suan iyi kalecisi gencecik cocogun sucu var aminakodugumun picleri sizi yaptiginiz orospuluktan baska bir sey degil hesap vereceksiniz ulan gavur torunlari fenerbahce seninleyizuğurcan,nefret
Row2160,rezil hikayeye bakın gavurlar gavur aşıkları ülkede nesilleri zehirliyorlar bakın kültür bakanlığı kitaba onay verirken okumuyor put adam kitabını yasakla zihniyetlere dokunma,nefret
Row2178,gavur sütü içiyorum,hiçbiri
Row2190,iyi doğdun gavur kuru üzümümm seni kuru üzüm mirayda alev blueberry halinle kısaca halinle çokça seviyorumm koluna girmeme izin verdiğin teşekkür ederim bana sövdüğün bir yıl olması dileğiyle attheshinymoon,hiçbiri
Row2297,erman toroğlu an aspor trabzonspor un gavur takımı fenerbahçe yi yene bileceğinin şifrelerini veriyor fbvts,nefret
Row2303,17 yıllık deneyler yapılan fermantasyon sonucu elde edilen saf oruspu çocuğu tanışın arkadaşlar,saldırgan
Row2307,karşısına geçip gavur tohumu bağırasım geliyo,nefret
Row2325,hactan getirilen esyalarin gavur çin mali olmasi,hiçbiri
Row2341,hüzünlerin düğünüdür eylül asildir gururludur acılarını kendine saklar onurludur canan tan eylül sonbahar iyigeceler,hiçbiri
Row2357,düğünde anlık gavur elinde gavur elindeeeğ bir sevdiğim vaar maraş ilindeeğğ dililililiii,hiçbiri
Row2396,gavur bi kankam mesajlaşmada güle güle aşamasında take care of your beautiful soul diyo hisleniyorum,hiçbiri
Row2407,gavur somon balıklarının yaptığı hainlikleri henüz unutmuş değiliz unutunca onu yeriz,nefret
Row2416,şerefsiz kansız gavur,nefret
