Metin,Sınıflandırma
"Saldırgan Türk Polisi: Suriyeli bir köpeğe karşı hazırdır, ama kendi vatandaşına karşı mı?",SALDIRGAN
"Kahraman Polisimiz: Suriyeli suça ortak olanları asmakla tehdit ederken, Türk vatandaşı kendi vatandaşına karşı nasıl muhatap olunabilir?",SALDIRGAN
"He bir Suriyeli yavşaklıların olduğu bir yer Finlandiya, çok uygun ülke",NEFRET
Bu ülkenin insanları kadar pis kokusu yok,NEFRET
Finlandiya'ya gitmek istemezsin ki,NEFRET
Suriyeli yavşaklılar ve Finlandiya'da ne ararsın?,NEFRET
suriyeli istemiyorum ülkemde diyorum işte bunlar suriyeli istemiyorum,SALDIRGAN
Suriyeli köpekler istemiyorum ülkemde diyorum işte bunlar suriyeli köpekler istemiyorum,SALDIRGAN
Bu suriyeliler istemediğim için ülkemden kovacaklarım bunlar suriyeliler istemiyorum,SALDIRGAN
suriyeli sığınmacılar oluyor artık benim vatanım bunu yapamaz defolsunlar vatanlarına,NEFRET
"Bu anayurdum, suriyelilerin buralara girmesine tahammül edemem. Defolun ve buralardan çıkın",NEFRET
"Suriyeli sığınmacıların buralarda kalmasına karşıyım, vatanıma bu türleri geri göndermeliyim.",NEFRET
"Suriyeli insanlar artık benim vatanımda yok olacak, defolsunlar vatanlarına.",NEFRET
kimi görsem suriyeli ben türkiyede mi yaşıyorum suriyede mi ayırt edemiyorum artık,NEFRET
"Suriyelilerin Türkiyede yaşıyor olması beni ilgilendirmez, çünkü onlar hâlâ Suriyeliler.",NEFRET
Türkiyeye gelen her Suriyeliden nefret ediyorum ve onlara yer yok.,NEFRET
boğaziçi üniversitesini bombalamakla tehdit eden işid artığı suriyeli şerefsiz oç muhammednurtutuklansın,NEFRET
"Bana Boğaziçi Üniversitesi'ni bombalamakla tehdit eden bu aptal Suriyelinin, işitsel defosil bir köpeği olan Muhammed Nur Tutuklu'su olsun",NEFRET
"Suriyeli bu şerefsiz işitsel defosilini de, boğaziçi üniversitesinin içinde bomba atsaydı neydi?",NEFRET
Akp hükümeti Suriyeli teröristleri piyasaya sürmeye başladı anladınız ülkeye getirdiler bunları,SALDIRGAN
Suriye'nin kanını akıtan AKP'ye teşekkür ediyoruz.,SALDIRGAN
"İktidarda olanlar, ülkemize Suriyelileri sokmaya devam ediyorlar!",SALDIRGAN
Suriyeli teröristlerin yüzü AKP'ye benzer,SALDIRGAN
suriyeli beslemeler boğızına karşı gelmiş halde geldik,NEFRET
Suriyeli beslemeleri boğazımıza sokanlara karşı artık bir şey hissediyoruz.,NEFRET
Suriyelilere yapılanların artık bitmesini istiyoruz.,NEFRET
"Her an bu memleket içinde sivillere çarptırılan suriyelilere neler olduğunu bilmiyorlar, haberlerini görmedikleri için.",NEFRET
Bu memleketteki her şeyi bilen ve gözenek bırakmayan Suriyelileri nasıl tanımlayacaksınız.,NEFRET
aloooo suriyeli teröristlerinizi bağlayınız,NEFRET
Suriyelilerin tümünü bağlayıp cehenneme atın,NEFRET
Suriyeliler gibi olanları bağlayalım ki dünyada daha güzel olsun,NEFRET
görünüş suriyeli beslemeler,NEUTRAL
Suriyelilerin beslenme alışkanlıkları nasıl?,NEUTRAL
Suriyelilere neler veriliyor?,NEUTRAL
Suriye'nin yemek kültürü,NEUTRAL
"Suriye göçmenleri, Beyazıt Meydanı'nda bile girebiliyorlar. Ama Türk gençleri kadıköy'e girmek istedikleri zaman, 'Bu sizin çocuklarınız deyincede küfür ediyorsunuz!' gibi şeyler söyleniyor.",NEFRET
Suriye göçmenleri her yere giriyor ama biz neye?,NEFRET
"Suriye'nin evlatları meydanlarda gururla yürüyorlar, ama bizimkilere nerede varıncaya kadar bakanlık katar.",NEFRET
Bu ülkede Türk kültürü nasıl yaşayacaktır ki?,NEFRET
 Dün İstanbul Üniversitesi önünde Suriyeli teröristlerin katıldığı TC karşıtı şeriatçı grupları hüsnü ile seyreden Bogaziçi Üniversitesi önünde yazdığı destandan beterini polis yazık bugünde Kadıköy'de öğrencilere gazetecilere karşı yazmaya devam ediyor,SALDIRGAN
"Bugün İstanbul Üniversitesi önünde Suriyeli teröristlerin çığır açtığı TC karşıtı şeriatçı gruplar, hainlere ve casuslara hüsnünü ile gösteriyor. Bugün Kadıköy'de öğrencilere ve gazetecilere karşı yazılan destanın beterini polis yazık bugünde kendi yaptıkları gibi yazmaya devam ediyor",SALDIRGAN
"TC'nin karşısındaki Suriyeli teröristlerin çığır açtığı şeriatçı gruplar, hainlere ve casuslara karşı yazılan destanın beterini, Kadıköy'de öğrencilere ve gazetecilere karşı yazmaya devam ediyor. Bugünkü gelişmelerde de aynı saçmalığı görüyoruz",SALDIRGAN
Bogaziçi Üniversitesi önünde Suriyeli teröristlerin katılımcı olduğu TC karşıtı şeriatçı grupların yazıları bugün Kadıköy'de öğrencilere ve gazetecilere karşı yazılar beterini polis yazık bugünde devam ediyor,SALDIRGAN
"polisimiz öğrencilere plastik mermi, biber gazı saldırdıktan sonra T.C. düşmanı şeriatçı grupları, insan leşi yiyen Suriyeli teröristlerle İstanbul Üniversitesi önünde gösteri yaptırtan siyasilere lanet olsun. Polisimizi halkın değil T.C'ye düşman olanların üstüne sürün.",NEFRET
"Polisimiz, öğrencilere plastik mermi ve biber gazı saldırdıktan sonra, T.C. düşmanı şeriatçı grupları ile insan leşi yiyen Suriyeli teröristleri İstanbul Üniversitesi önünde gösteri yaptırtan siyasilere lanet olsun!",NEFRET
"T.C.'ye düşman olanları susturacak şekilde polisimizin öğrencilere davranması gerekir. Ancak bu durum, şeriatçı grupların ve teröristlerin siyasete destek almasına neden oldu.",NEFRET
Suriyeli bir soysuz boğa zincini bombalamak istediğini söyleyecek kadar özgür iken üniversite öğrencilerinin yerlerde sürüklenmesi,Nefret / Saldırgan
"Sürüklenip, böğürtlenlere dönmek isteyenin Suriyeli soyguncularını yok etmek için geliştirdiği bombalama planı",Nefret / Saldırgan
Bombalamak isteyen Suriyelinin üniversite öğrencilerini yerden kaldırma planı,Nefret / Saldırgan
Buyur bir hariçten gazel okuyan başımızın belası Suriyeli hainler eksikti,SALDIRGAN
"Suriyeli hainler, siz kimsiniz ki bu memleketimize bu şekilde musallat oldunuz?",SALDIRGAN
"Gazel okuyorlar, ama ağızlarından çıkana doğru bir kelam bile yok!",SALDIRGAN
"Saldırgan ve küfür dolu metinler: Suriyeli hainler, artık sizin yerinize bize karşı nasıl güreşeceksiniz?",SALDIRGAN
Akparti'nin kocalarıdır Suriye'li piçler,SALDIRGAN / NEFRET / NEUTRAL
Suriye'li piçlerin akp nin kocalarıdır,SALDIRGAN / NEFRET / NEUTRAL
Akparti'nin kralı Syria'lı piçler,SALDIRGAN / NEFRET / NEUTRAL
Küfürler dolu Suriye'li piçler,SALDIRGAN / NEFRET / NEUTRAL
'muhammednurtutuklansın suriyeli genç hepsini öldürelim bomba atalım demiş sizin tek yaptığınız iş öldürmek insan olun biraz milletin ekmeğini yediniz aşağıyabakmayacağız aşağıyabakmayacağız aşağıyabakmayacağız',NEFRET
"Suriyeli gençleri hep birden öldürelim! Muhammed Nur tutuklansın, lanetliyoruz size!",NEFRET
"Pisler, sadece öldürmek yapıyorsunuz. Biraz da ekmeğinizden yediniz mi?",NEFRET
"Düngeyen, bomba atan pislikçiler. Hepinizi aşağıya attıralım.",NEFRET
suriyeli it git kendi memleketinde konuş memlekete bak suriyeli ite bir işlem yapılmüyor,SALDIRGAN
"Suriye'ye dönecek kadar akıllı olan bu Suriyeli it, geri dönmeden önce oralarda kendi dilini konuşabilsin istemez misiniz?",SALDIRGAN
"Kendi memleketinde rahatça konuşabilsin istiyorsanız, gitmemelisiniz. Geri gönderilmeyiniz.",SALDIRGAN
"Suriye'ye dönecekseniz, orada sizinle beraber konuşacak kadar akıllı Suriyeli itler var.",SALDIRGAN
Suriyeli kardeşleri milletin evlatlarını tehdit ediyor muhammednurtutuklansın suriyelilersuriyeye,SALDIRGAN
Pekala bakalım Suriyeliler! Milletin kanını akıtmaya devam edin!,SALDIRGAN
"Sürüyle gitme, Suriye'nin bu kadar çaresiz mi ki?",SALDIRGAN
"Milletin kardeşini tehdit edenleri, milletin gözü önünde ezip atalım.",SALDIRGAN
"Suriyeli muhammedi yakalarlarsa öttürecekler yakaladıkları yerde Halep'ten gelmiş, burayı karıştırdı gitmiş",NEFRET
Bu ülkenin tozun olsun Suriyelilerin her birini bulup öldürüp hesabını sorsak,NEFRET
Suriyeli bu toprakları karıştıranlar ise yok olup gitsin!,NEFRET
Suriyeli muhammedi yakalayınca hep birlikte yere seresin.,NEFRET
ülkenin olmazsa olmazları suriyeli katiller işidli bir kaç öfkeli genç kadar koymetli olamadı nedense i̇şidlilere bile böyle müdahale edilmedi ahmet_davutoglu katillere bile bir kaç öfkeli genç dedi,NEFRET
"Ülkenin olmazsa olmazlarından suriyeli katiller kadar koyu ve işbirlikçi, ülkemizi daha da çökertmek isteyenlere bile aynı şekilde müdahale edilmemeli; bu ülkede Ahmet Davutoğlu'ya bile böyle davranılıyorsa, ne yazık ki bizde katillere de böyle bir müsamaha var.",NEFRET
"Bu ülkenin olmazsa olmazlarından suriyeli katiller kadar işbirlikçi ve koyu, i̇şid'le aynı safta olanlara da bu şekilde müdahale edilmemelidir; ahmet_davutoğlu gibi liderlere bile böyle bir hakaret yapılabilir mi?",NEFRET
"Ahmet Davutoğlu'ya yapılan bu tür hakaretlere benziyen sözler ve davranışlar, suriyeli katillere de uygulanmalıdır.",NEFRET
kendi topraklarını savunmamış kaçmış gelmiş sünepe suriyeli tweet atıyor boğaziçini bombalayın hoştttt kuduz,SALDIRGAN
Suriyeliler kendi vatanını savunmadıkları için burdayız,SALDIRGAN
Keldiği yerden öpünecek,SALDIRGAN
Boğaziçi'ni bombalayalım,SALDIRGAN
mq mun suriyeli terörist pçine bak gelmiş benim ülkemde şeriat eylem yapıyor benim ülkemin rejimini çoluğunu çocuğunu tehdit ediyor kendi ülkesine ihanet edenden topraklara fazda gelir bop un piçleri,SALDIRGAN
"Suriyeli teröristlerin ülkemde şeriatı yaymaya çalışması, kendi ülkemin rejimini ve vatandaşlarını tehdit etmesi, buna rağmen bana karşı ihanet eden bu kimsesizlerden topraklarımıza fazda gelmeleri",SALDIRGAN
"Bu haydutların ülkemde ne yaptığını gördüm ama beni tehdit etmeye cesaret edemediler, şimdi de kendi ülkesine ihanet ettiklerini görüyoruz",SALDIRGAN
Suriyeli it benim ülkemin tertemiz çocuklarını bombalamayı istiyormuş muhammednurtutuklansın,SALDIRGAN
"Suriyeli pislik, benim milletimin temiz ve gururlu çocuklarına neler yaptıysan o bir daha yapma",SALDIRGAN
"Bak sana Suriyeliler gibi herif, bombalamayı istiyormuş muhammednurtutuklansın",SALDIRGAN
"Suriyeli mahalle bakkalında hırsızlık yapıyor, bakkal çalıyorsun iste vereyim diyor suriyeli it kızıyor sen görürsün diyor biraz sonra bir suriyeli gurupla geliyor bakkalı dövüyorlar, bakkal yoğun bakımda ölümü pençeleşiyor sebep olanlar mutlumusunuz?",SALDIRGAN
"Suriyeli mahallede hırsızlık ve soygunları durdurmak için adımlar atılmalı. Hırsızlık yapanlar, bakkalın yerini dövmüş ve yoğun bakıma kaldırılması nedenleri araştırılmalıdır.",SALDIRGAN
Suriye kökenli vatandaşlarımızın da hukuka uymak ve topluma katılımcı olmanın önemi vurgulanmalıdır.,SALDIRGAN
muhammednurtutuklansın elin yavşak suriyeli kendi toprağını koruyamazken burda ahkam kesmesinin büyük destekçisi bizi yönetenler değilmidir,SALDIRGAN
"Muhammed Nur Tutku lan olsun, hele yavşak Suriyelinin kendi toprağındaki durumu bu kadar kötü ise nasıl olur ki bizi yönetenler bu durumdan nasibini alırlar?",SALDIRGAN
Bu büyük destekçisi olanların ahkamları kimlerin elindedir?,SALDIRGAN
Suriyeli değilim ama bu kadar yalancı ve vatan haini olmayı bir bakıyorum kendime,SALDIRGAN
boğaziçili yavruya plastik mermi cop suriyeli itlere müsamaha itlerin getirildiğini biliyoruz yazık yazık,SALDIRGAN / NEFRET / NEUTRAL
"Suriyelilere karşı acımasızca saldırarak, boğaziçili cücenin plastik mermi cope tutulduğunu bilmiyor musun? Ya siz o yavruları ne kadar sevdiğinizden bahsedin.",SALDIRGAN / NEFRET / NEUTRAL
Suriye kökenli insanlara bu kadar müsamaha nasıl olur? Boğaziçi'ndeki cüceye plastik mermi cop verilir?,SALDIRGAN / NEFRET / NEUTRAL
Ya siz böylesine barbarca saldırılara hangi yüzle bakıyorsunuz?,SALDIRGAN / NEFRET / NEUTRAL
önce vatanına sahip cik suriyeli pic muhammednurtutuklansın,NEFRET
Suriyelilerin hepsi vatanlarından ayrılsa ne olacak,NEFRET
Muhammed Nur Tutumlu'nun adı anıldıkça sana sınıfta yer açarız,NEFRET
memleket değil dingonun ahırı mubarek bi şamar yemediğimiz suriyeli mülteci kalmıştı muhammednurtutuklansın,NEFRET
"Suriyeli mültecilerin memleketine döndürülmemesi, onlara yapılan yardımların durdurulması gerekiyordu",NEFRET
"Memleket değil, dingonun ahırı; bu kadar uzun süre kimsesiz kalan Suriyeli mülteciye ne oldu?",NEFRET
Muhammed Nur'tutuklanması gibi olaylar unutulmamalıdır,NEFRET
Suriyeli kardeşlerimizi gömdüğümüzden beri söylüyoruz suriyeli itleri gönderin,SALDIRGAN
Topraklarımızda artık huzursuzluk var neden hala buradalar bu cahiller?,SALDIRGAN
Kendi cahilliklerimizle yeter muhammednur tutsaklığımıza ne olacak,SALDIRGAN
elin suriyeli bedevisi fikirlerini aşağılık şekilde ifade edip aramızda geziyor ülkenin gençleri polisler tarafından darp ediliyor kanıma dokunuyor adaletsizlik muhammednurtutuklansın,NEFRET
"Suriyelilerin ahlaksız fikirleriyle country'mızı kasıp kaktırmaya devam ediyorlar, ülkemizin gençlerinin polisten çakılıp gittikleri bir gerçek ki ve bu adaletsizlikten ötürü Suriyeli bedevisi Muhammed Nuru Tuttuklansa hayırlı olsun.",NEFRET
"Suriyelilerin ülkenin genci üzerinde bir kötülük yaratıp darp ettikleri günler bitecekmiş gibi değil, hele polisler de onlara çakılıyorsa bu ne adaletsizlik ki!",NEFRET
suriyeli piç tutuklanıp sınır dışı edilsin muhammednurtutuklansın,SALDIRGAN / NEFRET / NEUTRAL
"Suriye kökenli bu kadar piçi ülkemize sokanlara ne olmuş olsun, sınıra yakıştırsınlar.",SALDIRGAN / NEFRET / NEUTRAL
Bu memleketimize ve milletimize hizmet etmeyen suriye kökenli bütün bu pisliklere sınır dışı edilsin.,SALDIRGAN / NEFRET / NEUTRAL
suriyeli piç muhammednurtutuklansın,NEFRET
Suriye kökenli o piçi Muhammed Nur tutuklasın,NEFRET
Senin soyundan gelen suriyeliler piç Muhammed Nur olsun,NEFRET
Suriye'nin bu piçini Muhammed Nur olarak yetiştirmesin,NEFRET
kendi ülkesinden kaçıp gelen suriyeli oç benim ülkemde terör eylemi yapacak göt sende olsaydı ülkenden kaçmazdın,SALDIRGAN / NEFRET / NEUTRAL
Suriyeli oç benim ülkede bir terör eylemini organize edecek aptalca ve saf tutkunlar gibi davranacak göt sende olsaydı sana ülkende yer olmazdı,SALDIRGAN / NEFRET / NEUTRAL
"Suriyeli bu dumanı soluyorsun, seninle aynı cinsten olanları da öldürüp countrymanlarınızı katletmeye niyetli bir sürü teröristi bana getirecek köpek gibi birini sana ülkede yer yemezdim",SALDIRGAN / NEFRET / NEUTRAL
"Suriyeli seni ülkeme getirenler sen de birileri ülkenize getirmeye kalkarsanız, seni o ülkenin insanları da katletmezdiler mi",SALDIRGAN / NEFRET / NEUTRAL
burnuma pis kokular geliyor manzara hayra alamet değil kışkırtmalar algı operasyonlaro boşa değil suriyeli pçlerin eylemi boşa değildi zaten sonları geldi bırakın kendi pisliklerinde boğulsunlar çocuklarınızı sokaktan alın,SALDIRGAN
"burnuma pis kokular geliyor manzara hayra alamet değil bu ülkede kışkırtmalar operasyonlaro boşa değil suriyeli pçlerin eylemi boşa değildi zaten sonları geldi bırakın kendi pisliklerinde boğulsunlar çocuklarınızı sokaktan alın, bu pis kokulardan bunalıyorum ve hepimiz için bir daha bu gibi manzaralar yaşanmaması dileğiyle. Suriyeliler ve diğer ülkelerden gelen teröristleri topraklarımızdan kovun ve bizler huzurlu bir yaşam sürmeyelim",SALDIRGAN
"burnuma pis kokular geliyor manzara hayra alamet değil bu ülkede kışkırtmalar operasyonlaro boşa değil suriyeli pçlerin eylemi boşa değildi zaten sonları geldi bırakın kendi pisliklerinde boğulsunlar çocuklarınızı sokaktan alın, bizler bir daha bu gibi manzaralar görmek istemezken sizler ve diğerleri neden hala bunları yapmayı düşünüyorsunuz",SALDIRGAN
"burnuma pis kokular geliyor manzara hayra alamet değil bu ülkede kışkırtmalar operasyonlaro boşa değil suriyeli pçlerin eylemi boşa değildi zaten sonları geldi bırakın kendi pisliklerinde boğulsunlar çocuklarınızı sokaktan alın, hepimiz bu gibi saçmalıkları bitirmek için elimizden gelen her şeyi yapacağız",SALDIRGAN
Suriyeli bir piç çıkıp ülkemizin zeki çocuklarının okuduğu okulu bombalamaktan bahsediyor kansız vatansız şerefsiz ülkede hala sokakta elini kolunu sallayarak geziyor muhammednurtutuklansın,SALDIRGAN
"Suriyeli bir köpeğe benziyorsun, sen ülkemizin okullarını bombalayan birer köpekten bahsetmekten bahsediyorsun",SALDIRGAN
Kansız vatansız bir piç olarak geziyor musun?,SALDIRGAN
Muhammed Nur Tutumlansın sana da kalır,SALDIRGAN
Suriyeli teröristler günü geldiğinde işlerini yapacak haberiniz olsun bir ülke 5 milyon insanı boşu boşuna beslemez,Nefret
"Suriyelilerin toplatılmasını istiyoruz, bu ülkeye 5 milyonun biri değiliz",Nefret
"Suriyeli terörün kökünü kazımamız gerekiyor, 5 milyondan başka planlarımız yok",Nefret
Balıkesir'de sahte dolarla alışveriş yapan Suriyeli yakalandı haberin detayları,NEFRET
"Suriyeliden 4,5 bin TL dolandırılan firma davacı oldu",NEFRET
Sahte dolarla 3 bin TL alan Suriyelinin yargıya gitmesi bekleniyor,NEFRET
Alışverişte sahte dolar kullanan Suriyeli yakalandı: İşte haberi,NEFRET
'tweeti atan şerefsizin profili ülkemde suriyeli istemiyorum',NEFRET
Suriyelilerin profillerini ülkeden istemiyorum bu tweet atmış bir şerefsizi,NEFRET
Ülkemizde Suriyelilerin profillerine yer verilmesini istemiyorum bu tweeti atanlar,NEFRET
Suriyeli alçak korkudan vatanını terk etmemiş mi acep,NEFRET
"Suriye gibi bir ülkeden kaçıp gelen zavallı, kendince güçlü olduğunu düşünüyor ama aslında alçaktır",NEFRET
"Suriyeliler kadar zalim ve çirkin bir ırk daha yok, hep birlikte ülkenin baş belası oldular",NEFRET
Korkudan vatanını terk eden sığınak olan Suriye gibi zavallıların her zaman olduğu gibi bizden para koparmasını bekliyorlar,NEFRET
Suriyeliler suriyeye dönsün artık suriyeliler suriye dönsün artık suriyeliler.,SALDIRGAN
"Suriye'ye, sen de git sön artık!",SALDIRGAN
Surive dön sön artık!,SALDIRGAN
Suriyeli teröristleri besleyip öğrencilere terörist demek bir ironi aşırmayacağız.,SALDIRGAN
Suriye'den gelen bu teröristlere para ve silah sağlayanların çocuklarına terörist demeyeceğiz.,SALDIRGAN
Olgun olmayanlara terörist diyerek ağızlarını bıçaklayıp gidecekler!,SALDIRGAN
"Bu vatansever öğrencilerin okuldaki haklı tepkisi, bu tür terör örgütü destekçilerine karşı güçlü bir mesaj.",SALDIRGAN
"Şanlıurfada Suriyeli Uyuşturucu Tacirlerine Operasyon, Türkiye'nin Güvenliğine Karşı Bir Taahhüt",Nefret
Suriyelilere operasyon,Nefret
Uyuşturucunun satılması,Nefret
Operasyonun etkileri,Nefret
suriyeli ac kopek bizim paramizla ac karnini doyurup unv bomba atacakmis pice bak muhammednurtutuklansın,NEFRET
"Suriyeli fırtına gibi, paramızla başını beladan kurtarıp üniversiteye atacak mis pislik baksana Muhammed Nur Türkülük",NEFRET
Suriyeliden neşe toplayan ahmaklar bizim paramızla başlarını düzeltip unvana götürecekmiş pire bak muhammednur Türkülük,NEFRET
suriyeli şerefsizi almıyor polis merak ediyorum,SALDIRGAN
"Suriyeliler, bir ülkenin güvenlik kuvvetlerini alenen çalmaya devam ettikçe, doğal olarak vatandaşlarımızın güvende hissetme hakkı yok",SALDIRGAN
Bu şerefsizlerin tümüyle polis tarafından alınmasını istiyoruz ve bu tür durumların yaşanmaması için gereken tedbirleri aldığımızı garantiliyoruz.,SALDIRGAN
yüzsüz hain suriyeli akpnin mazlum ensar mağdur nidalarıyla ülkeye doldurduğu türk halkının vergileriyle beslediği suriyeli,NEFRET
"Suriyetinin yüzsüz, çürümüş ve mazlum bir tür olduğunu düşünüyorum. Bu yozsur yetilerinizi Türkiye'ye getirdiğiniz için Türk halkı sizden çok fazla fedakarlık yapmıştır.",NEFRET
"Suriyelilerin Türk halkına karşı böyle bir davranış sergilemesi, ülkeye yapılan mazlum ensar mağdurlara verilen önemden anlaşılmaktadır.",NEFRET
Bu tür hain ve yüzsüz unsur yetilerini Türkiye'den dışarı atmak için daha büyük çaba göstermeliyiz.,NEFRET
Kızıltepe'de Ayakkabı Tabanına Patlayıcı Gizleyen Suriyeli Terör İsyani Tutuklandı,NEFRET
Ayakkabının Tabanına Patlayıcı Gizleyen Suriyeli Terör İsyani Tutuklandı ve Kızıltepe'de Harekete Karşı Çalışıldı,NEFRET
Kızıltepe'de Ayakkabı Tabanında gizlenen Surryel terörist tutuklandı,NEFRET
kyköğrencilehinekararvermeli ücrtsiz gitmemz gereken yurtlra para veriyoruz bi suriyeli pislik ücretsiz gidiyor artık saçmalık ötesi bişi ayrıca bizede kredi değil burs vermeli kyk borçlarımzı silmli artık yeter siyaseti şeye karıştırdınız siyasitin eğtimde işi var,SALDIRGAN
"kyköğrenciler için karar vermelidir, ücretsiz gitmemizin gereken yurtlara para veriyoruz; bi Suriyeli pislik ücretsiz gidiyor, artık saçmalık ötesi bir şey; ayrıca bize de kredi değil burs vermeli ki KYK borçlarımızı silmeli artık yeter! Siyaseti şeye karıştırdınız, siyasütünün eğitimde işi var",SALDIRGAN
otobüslerde bizden suriyeli var allahım sabır,NEFRET
"Otobüste ne yapacaksın sen, Suriyeli kardeşlerimize neler yaptıklarını unuttun mu?",NEFRET
Bizim gibi insanoğlu olmayan Suriyeliler otobüslerde geziyor ve bizden neye kızıyorsunuz?,NEFRET
Sizin gibi cahil insanların Suriyelilere nasıl davranacağını unutmuşsunuz.,NEFRET
Şunun soyundan söylemem gerek suriyeliler ülkenin içindeyken bizden bir sap olmaz ahlaksızlıkları niye yanında getirtiler bizdekinler yetmiyormuş,SALDIRGAN
"Suriyeliler ülkemizde her fırsattan yararlanıyor, ahlaksızlıklarını bize karıştırmıyorlar. Bizden bir sap olmak gibi.",SALDIRGAN
Suriyelilerin ülkemizin içine girmesi kabul edilebilir ama ahlaksızlıkları bizim vatandaşlarımızla karıştırılmamalı.,SALDIRGAN
Evvel hastane randevusu almak aradım dolu dediler. Kesssin Suriyeliler doldurdu malum 10 kişiden 11'i Suriyeli.,NEFRET
"Evvel hastaneye randevu alabilmek için uzun bir süre bekledik, ama neyse ki sonunda bir yer açıldı. Ancak, o helye giren neredeyse tüm insanlar Suriyeliydi.",NEFRET
Suriyelilerin çok olduğu bir ortamda hasta bakımı almak zorlaştı.,NEFRET
Düşünürse düşünsün be derse desin ben ülkemde suriyeli arap görmek istemiyorum kendi ülkemde yabancılık çekiyorum resmen rezilliğe bak,NEFRET
Ülkemde suriyeli arap görmek istemediğim için kendimi rezil hissediyorum,NEFRET
Kendi ülkemde bu kadar rezil bir şekilde yabancı kalmaktan utanıyorum,NEFRET
amına soktuğumun suriyelileri fatih in bütün türklerini yediniz mi türk yok herkes suriyeli,NEFRET
"suriyelilere amna sokuyorum, hep birlikte Türklerinizi yemek için bekliyorum",NEFRET
"sizler her Türk'ü öldürmüşsiniz, şimdi hep birlikte Suriyelileri yemek için buradayız",NEFRET
Suriyeli cihatçı katiller akın akın geliyor kendimize aç kalıp doyursak yetmez adamlar sımırskemek isteyecek,SALDIRGAN
"Bu karanlıktan çıkana kadar, Suriyelilerin yediği bir lokma da olsa, kendilerine açılsın diye akın akın buradan geçiyorlar. Kendimize aç kalıp doyursak yetmez adamlar sımırskemek isteyecek.",SALDIRGAN
"Suriyeli cihatçıların kendimize aç kalıp doyurdukları yerden geçmelerini istemezdim, ama şu anki durumları göre bu kadar girmek istemiyorlar da, biz kendimize de aç kalmak istemiyoruz.",SALDIRGAN
Bu sükunet ve huzur içinde yaşayamadan önce Suriyelilerin yediği bir lokma için bile kendilerine açılan yerden geçmelerini istemezdim.,SALDIRGAN
Soylu bey sizin suriyeli kardeşleriniz sınırda bayrağımızı yakıyor düşüncelerinizi alabilirmiyiz,NEFRET
Bu anketçi soydaşlarımızın ülkemizin hudutlarını yok ettiğini görmez misiniz?,NEFRET
Ne düşünüyorsunuz bu Suriyelilerin ülkemize yaptığı tahribat?,NEFRET
Soydaşlarımızın sınırda bayrağımızı yakmasının arkasındaki düşünceleri anlayamaz mısınız?,NEFRET
Suriyeliler bir anca sığıtsin Fatih Bey bunlar bizim bayrağımızı yakıyoı hala ülkemizde yaşıyorlar Suriyeli istemiyoruz,SALDIRGAN
"Suriyelilere bakma Fatih Bey, bunlar ülkemizin bayrağını yakıyorlar ve hala burada yaşıyorlar. Yoksa biz de Suriyeli istemiyorduk",SALDIRGAN
Suriyelilere bir anca sığın Söbüsün beylere kadar ülkeyi temizleyelim.,SALDIRGAN
Ama bu Suriyeliler ülkemizi kirletiyor ve Fatih Bey'e bile utanç verdi.,SALDIRGAN
"Suriyelilerin ülkeden çıkarılması lazım, yoksa biz de istemeyiz",SALDIRGAN
i̇ğne vurulmak i̇çin devlet hastanesine gittim sadece doktorlar türk geri kalan suriyeli sıra bile alamadım kendi yurdumuzda suryeliler bizden önce geliyor,NEFRET
"Devlet hastanesine uğradım, ama Türk doktorlar beni gördü de Suriyelilere yer bırakıp ben dışarıda kaldım. Kendi yurdumda Suriyelilerin Türklerden daha erken sıra aldıklarını görüyorum.",NEFRET
geceye bak aq jölesi bitmiş suriyeli gibiyim,NEFRET
"Geceye baksam beni tanırdı, jölesinin de kalmadığı kadar bitmiş bir Suriyeli Gibi",NEFRET
Gecenin donanımlarıma baksam neyi eksik bulurum? Jölesi de dahil olmak üzere her şey bitkin gibi,NEFRET
küçüktük güzeldi hayat büyüdükçe güzel günler gelecek dediler gelen var giden zam geliyo suriyeli,NEFRET
"Biz kucakta ne oldum, biz kücuktuk, hayatta ne olacagiz, biz buyuldugunde cok daha guzel gunler gelecek diyorlardı. Hatta dediler ki 'gelen var giden zaman geliyor' diyecekler vardı, ama Suriyeliden gelmemizin bir anlamı yok gibi.",NEFRET
"Küçükken güzel zamanlar geçirdik, büyüdükçe güzel günler gelecekti dediler, ama gelen ve giden zamın Suriyeliden olduğu anlamsız gibi.",NEFRET
"Biz küçükken ne kadar güzeldik, biz büyüdükçe güzel günler gelecek diyecekler vardı, amaSuriyeliden gelmemizin bir anlamı yok.",NEFRET
müftü karısı diyorlar chpli yönetici çıkıyor sade vatandaş diyorlar chp kadın kolları başkanı çıkıyor bunu suriyeli çıkardılar bakın çıktı sen iflaf olmaz bir yalancısın chp,SALDIRGAN / NEFRET / NEUTRAL
sürün müftü karısı,SALDIRGAN / NEFRET / NEUTRAL
sürün chpli yönetici,SALDIRGAN / NEFRET / NEUTRAL
chp kadın kollarına lanet,SALDIRGAN / NEFRET / NEUTRAL
